Date,SP500 Price,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2
2016-06-09,2115.48,0.06028533432143294,-0.007063845450790587,0.2265644976356584,-0.005256232868359008,0.0037600876760356,-0.0048978241916103
2016-06-10,2096.07,0.08063049739363724,0.007616230544988412,0.2475451281514902,0.003960972993530092,0.0119925651322208,-0.0179974932614906
2016-06-13,2079.06,0.07747511728168234,0.01665968027866451,0.238453893357883,0.005970196660982391,-0.0004325772448883,-0.0104818688717486
2016-06-14,2075.32,0.05494660050586114,0.0022801806258743113,0.225809698427604,-0.03096449559195871,-0.0045520875517057,-0.002970250493526
2016-06-15,2071.5,0.05417457682330324,-0.013058744181756088,0.2234887958128582,-0.04620110443833331,-0.0018705476668428,0.0023482534516722
2016-06-16,2077.99,0.0365272532870522,-0.030369941227863285,0.21853849828410749,-0.07556871810135342,-0.0029743392086913,-0.0015298005670877
2016-06-17,2071.22,0.016622366491889,-0.03335660125865965,0.1985158657084557,-0.09548230884254343,-0.0053441401892313,0.0012883940792875
2016-06-20,2083.25,0.0214195180624715,-0.030037378455238448,0.2119531965802926,-0.06688339469739742,0.0059042162886677,0.0084722215606725
2016-06-21,2088.9,0.01062175896246,-0.03711452949542455,0.20484447318767157,-0.08036005751382382,-0.005270118321657,-0.0030100245737754
2016-06-22,2085.45,0.0022129910422662006,-0.04453210998400245,0.1970811057655451,-0.09900518347419811,0.001117483426111,-0.0031231877025295
2016-06-23,2113.32,0.010949399605650102,-0.03034748326818205,0.2115194198676309,-0.09452573444008172,0.0092127743576978,0.0133190201835564
2016-06-24,2037.41,-0.0176133475506582,-0.055564812837309255,0.1758785212688159,-0.13069064864833352,-0.0216636429045631,-0.0281986365365329
2016-06-27,2000.54,-0.0288882376321142,-0.06458525058237835,0.1718229733326476,-0.1295757727329462,-0.003003017288416,-0.0247939111990062
2016-06-28,2036.09,-0.015486180585241701,-0.046397108192459555,0.1902259594971735,-0.09359577588350011,0.0080035255607482,0.0202401365074268
2016-06-29,2070.77,-0.015439080978588201,-0.039966232420420654,0.18887191503982298,-0.07270778203082941,0.0081246525347748,0.0171754760287972
2016-06-30,2098.86,-0.011399724921158299,-0.041009357180292555,0.2038414900622578,-0.06847895098472051,0.0003092002327352,0.0104753204928676
2016-07-01,2102.95,-0.0057563470708257005,-0.034510765889556254,0.2025091346860286,-0.053385562489354305,0.0026125207487459,0.0075277090145937
2016-07-05,2088.55,0.0021792076003276997,-0.02112403624757505,0.20876940261772411,-0.034022909869787614,-0.026303968714984,-0.0095558307423906
2016-07-06,2099.73,-0.007253077220147199,-0.00598809393797525,0.2109433189631767,-0.05736983564379131,-0.0034913270518591,0.0055979444368157
2016-07-07,2097.9,-0.016869300844864397,-0.02332125978563275,0.2009932888552162,-0.06863220962433661,0.0111334419301395,0.0002704943971046
2016-07-08,2129.9,-0.007902049370371901,-0.01707040196143915,0.2053802003049841,-0.05875232266439852,0.0065481407196001,0.0171376093567512
2016-07-11,2137.16,0.0067310078932496,-0.02009730665752485,0.2116645953079459,-0.05679677240988401,0.0051302917922932,0.0052016256363097
2016-07-12,2152.14,-0.0009510250050655013,-0.01974096412859095,0.19153790243303892,-0.053527915684199116,0.0182424704561745,0.0096217339242198
2016-07-13,2152.43,-0.0018965525864424015,-0.01800118478413555,0.20129239880419691,-0.05474144922420702,-0.0003982657801746,-0.0030266355046691
